cnnaffinity,Smiles
0.0,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])n(-c2nc(C([H])([H])[H])c([H])c([H])c2[H])c(=O)c1[H]
0.0,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])n1c([H])c([H])c(OC([H])([H])[C@@]2([H])C([H])([H])C([H])([H])N([H])[C@]([H])(S(=O)(=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])C2([H])[H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c1=O
0.0,[H]c1nc([H])c(-c2c([H])c(C([H])([H])N([H])[C@]([H])(C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c([H])c(N([H])C(=O)C([H])([H])C([H])([H])[H])c([H])c([H])c3Cl)c([H])n(-c3nn(C([H])([H])[H])c([H])c3[H])c2=O)c([H])c1[H]
0.0,[H]ON([H])C(=O)C([H])=C([H])c1c(C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([C@]([H])(c3c([H])nn([H])c3[H])N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c2[H])c([H])c(=O)n([H])c1[H]
0.0,[H]ON([H])C(=O)C(=C([H])c1c([H])c(F)c(=O)n([H])c1[H])C([H])([H])[C@](OC(F)(F)F)(C([H])([H])[H])C([H])([H])N([H])C([H])([H])C([H])([H])[H]
0.0,[H]O[C@@]([H])(C#Cc1nc([H])c([H])c([H])c1[H])C([H])([H])OSc1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N=C=S)C([H])([H])[H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])[H]
0.0,[H]c1oc(-c2c(C(=O)N([H])C([H])([H])C([H])([H])Oc3c([H])c([H])c(F)c([H])c3[H])c(C(=O)C(F)(F)F)n(-c3c([H])c(C(=O)N([H])[H])c([H])n3[H])c(=O)c2[H])c([H])c1[H]
0.0,[H]c1c(C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])n(C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(=O)c1[H]
0.0,[H]c1c([H])c(C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])[C@@]1([H])OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])O[C@@]([H])(C([H])([H])[H])[C@@](c2c([H])c([H])c([H])n([H])c2=O)(C([H])([H])[H])C([H])(F)F)C1([H])[H]
0.0,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1S(=O)(=O)C([H])([H])N([H])C(=O)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])n1c(C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c1=O
0.0,[H]ON([H])C(=O)N(C(=O)n1c([H])c(C([H])([H])C(=O)N([H])[H])c([H])c(N2C([H])([H])C([H])([H])C2([H])[H])c1=O)[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])N([H])[H])[C@]1([H])c1oc([H])c(-c2nc([H])c([H])c(C([H])([H])[H])c2[H])c1[H]
0.0,[H]ON(OC1([H])C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])C#Cc2nc([H])c([H])c([H])c2[H])C([H])([H])[C@]1([H])N1C([H])([H])C([H])([H])S(=O)(=O)C([H])([H])C1([H])[H]
0.0,[H]C1=C(C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C(=O)N(c2c(SC(=O)N([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])c([H])c(=O)n([H])c2[H])C1=O
0.0,[H]c1c([H])c([C@@]2([H])OC([H])([H])C([H])([H])N(S(=O)(=O)c3c(SN([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c([H])n([H])c3=O)C2([H])[H])c([H])c(F)c1OC([H])([H])[C@]1([H])N=C(N([H])[H])OC1([H])[H]
0.0,[H]Sc1c([H])c([H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[C@@]2([H])O[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])C([H])=C([H])[H])c(=O)c1[H]
0.0,[H]c1nc(N([H])n2c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(c3oc([H])c([H])c3[H])C([H])([H])c3c([H])c([H])c(Cl)c([H])c3F)c2=O)c([H])c([H])c1[H]
0.0,[H]OC(=O)[C@]([H])(c1c([H])c([H])c([C@]([H])(c2c([H])c(-n3c([H])c(C([H])=C([H])C(=O)N([H])O[H])c(C4=C([H])C([H])([H])N([H])C([H])([H])C4([H])[H])c([H])c3=O)nc3c([H])c([H])c([H])c([H])c23)C([H])([H])[H])c([H])c1[H])C([H])([H])[H]
0.0,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(c1c([H])c([H])c(OC(F)(F)F)n([H])c1=O)C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])N([H])c1nc([H])c(C(F)(F)F)c([H])c1[H]
0.0,[H]c1nc([H])c([H])c(N([H])c2c([H])c([H])c3c([H])c([C@@]4([H])C([H])([H])N([C@@]([H])(N([H])C(=O)c5c([H])c([H])c([H])n([H])c5=O)[C@]([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C4([H])[H])n([H])c3c2[H])c1[H]
0.0,[H]c1sc2c([H])c([H])c([H])c([H])c2c1[C@@]1([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c([H])c(=O)n(SC([H])([H])C([H])([H])[H])c2[H])[C@@]([H])(OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C1([H])[H]
0.0,[H]ON([H])C(=O)C(=C(C([H])=C([H])[H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])[C@](C([H])([H])[H])(C([H])([H])OC([H])([H])[H])C([H])([H])C([H])=C1SC(=O)N([H])C1=O
0.0,[H]c1nc([C@@]([H])(C([H])([H])[C@@]([H])(c2c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])c([H])n([H])c2=O)C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C(F)(F)F)c([H])c1OC([H])([H])C1([H])C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H]
0.0,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])c3c([H])c([H])c4c(c3[H])OC([H])([H])[C@@]([H])(N3C([H])([H])C([H])([H])C([H])([H])[C@]3([H])C([H])=O)O4)c([H])c2[H])c([H])n([H])c(=O)c1[H]
0.0,[H]OP(=O)(O[H])[C@@]([H])(N([H])c1c([H])c([H])c([H])c([H])c1C(=O)N([H])[H])C([H])([H])[C@@]([H])(c1c(C([H])([H])c2nc([H])c(C([H])([H])C(=O)N([H])C([H])([H])[H])c([H])c2[H])c([H])c([H])n([H])c1=O)C([H])([H])OC([H])([H])C([H])([H])[H]
0.0,[H]c1nc(N([H])n2c([H])c(Oc3c([H])c([H])c(F)c([H])c3[H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c2=O)c([H])c([H])c1-c1c([H])c([H])c(Cl)c(Cl)c1[H]
0.0,[H]OC([H])([H])C([H])([H])N([H])C([H])([H])c1c(F)c([H])c([H])c([H])c1[C@@]([H])(N([H])C(=O)N([H])[H])[C@@]([H])(OC([H])([H])C([H])([H])F)[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])c1c([H])c([H])c2c(c([H])nn2[H])c1[H]
0.0,[H]ON([H])C(=O)C([H])=C([H])C([H])([H])C([H])([H])[C@]([H])(c1nc([H])c(C([H])([H])[H])c([H])c1[H])C([H])([H])ON(C(=O)n1c(N([H])C([H])([H])C([H])([H])O[H])c([H])c([H])c([H])c1=O)[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(C(F)(F)F)C1([H])[H]
0.0,[H]ON([H])C(=O)C([H])=C([H])c1c(C([H])([H])N([C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])[C@]([H])(c2nc(OC([H])([H])[H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c(=O)n(-c2nc3c([H])c([H])c([H])c([H])c3c([H])c2[H])c1[H]
0.0,[H]OC(=O)c1c(C([H])(c2c([H])c([H])c([H])c(=O)n2[H])N([H])C([H])([H])C([H])([H])[H])c(C([H])([H])N([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])nn1[H]
0.0,[H]c1nc(C(F)(F)F)c([H])c([H])c1-c1c([H])c([N+](=O)[O-])c([H])c([H])c1[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])N([H])Sc1c([H])c(N=C=S)n([H])c(=O)c1[H]
0.0,[H]OP(=O)(O[H])[C@]1([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c(F)c([H])c2[H])C([H])([H])[C@]1([H])Sc1c([H])c(N=C=S)n(-c2c([H])nc3c([H])c([H])c([H])c([H])c3c2[H])c(=O)c1[H]
0.0,[H]ON(C#N)C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])N([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C1([H])[H]
0.0,[H]OC(=O)C([H])=C([H])N(C(=O)c1c([H])c(-n2c([H])nc([H])c2[H])c(=O)n([H])c1[H])[C@@]([H])(N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
0.0,[H]Oc1c([H])c(-c2c([H])c([H])c(C([H])([H])Sc3c([H])c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])c(=O)n3[H])c([H])c2[H])c([H])c(N([H])[C@]([H])(c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)C2([H])C([H])([H])C2([H])[H])c1[H]
0.0,[H]c1c([H])c([H])c(Sc2c([H])c(C([H])([H])N(C([H])([H])c3c([H])c(N([H])C(=O)C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c([H])c3Cl)C([H])([H])C([H])([H])N([H])C([H])([H])[H])c([H])n([H])c2=O)c([H])c1[H]
0.0,[H]c1c(SN([H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])C(F)(F)F)c(C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])OC([H])([H])[H])C2([H])[H])c(=O)n([H])c1[H]
0.0,[H]OC(=O)C([H])=C([H])[C@]([H])([C@@]1([H])OC([H])([H])C([H])([H])C1([H])[H])[C@]([H])(c1c([H])nc([H])nc1[H])N([H])C(=O)c1c([H])c([H])c(=O)n([H])c1[H]
0.0,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1[H])[C@@]([H])(N([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[C@]([H])(O[H])N1C([H])([H])C([H])([H])N(c2nc([H])c([H])c([H])c2[H])C([H])([H])[C@@]1([H])C([H])([H])C1([H])C([H])([H])C1([H])[H]
0.0,[H]c1c([H])c([H])c(N([H])n2c([H])c([H])c([H])c([C@]([H])(C([H])([H])C([H])([H])OC([H])([H])C(F)(F)F)C([H])([H])C([H])([H])N([H])C([H])([H])[H])c2=O)c(C(=O)N([H])[H])c1[H]
0.0,[H]c1nc(-c2c([H])c([H])c([H])c([H])c2F)c([H])c([C@]2([H])Oc3c([H])c([H])c(-c4nc([H])oc4C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c4c([H])c([H])c([H])n([H])c4=O)c([H])c3O2)n1
0.0,[H]OC(=O)C(=O)C([H])=C(O[H])[C@]1([H])N(C([H])([H])C2=C([H])C(=O)N(c3c(Sc4nc([H])c([H])s4)c(-c4c([H])nc([H])nc4[H])c(=O)n([H])c3[H])C2=O)C([H])([H])C([H])([H])OC1([H])[H]
0.0,[H]Oc1c([H])c([H])c(-c2c(Cl)c([H])c([H])c([H])c2[C@]([H])(Sc2c([H])c([H])n([H])c(=O)c2-n2c([H])c([H])c([H])c2-c2oc([H])nc2[H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1O[H]
0.0,[H]c1nc(C([H])([H])C([H])([H])[C@@]([H])(c2c(Oc3c([H])c([H])c([H])c(C([H])([H])[H])c3[H])c([H])c([H])n(-c3c([H])c([H])c(Br)c([H])c3[H])c2=O)C([H])([H])[H])c(C(F)(F)F)c([H])c1[H]
0.0,[H]OC(=O)[C@@]1([H])C([H])([H])[C@@]([H])(N([H])Sc2c([H])c(N=C=S)n([H])c(=O)c2[H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])c1nc([H])c([H])s1
0.0,[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([C@]([H])(Oc3c([H])c([H])c([H])c([N+](=O)[O-])c3[H])c3c([H])c([H])c([H])c([H])c3[H])c2=O)C([H])([H])[H])c([H])c1ON1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H]
0.0,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N(C(=O)OC([H])([H])C([H])([H])[H])c2c(OC([H])([H])C([H])([H])N([H])[H])oc([C@@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@]3([H])N([H])C(=O)n3c([H])c([H])c([H])c([H])c3=O)c2[H])c([H])c1[H]
0.0,[H]OC(=O)C(O[H])=C([H])C(=O)c1c([H])c([H])c([H])c(C([H])([H])Sc2c(N3C([H])([H])C([H])([H])O[C@@]([H])(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C3([H])[H])c(N([H])c3nc([H])c([H])s3)c(=O)n([H])c2[H])c1[H]
0.0,[H]c1nc2c([H])c([H])c(-c3c(S[C@@]([H])(c4nc(OC([H])([H])[H])c([H])c([H])c4[H])c4c([H])c(Cl)c([H])c(-c5c([H])c([H])c([H])c(C#N)c5[H])c4[H])c([H])c(=O)n([H])c3[H])c([H])c2c([H])c1[H]
0.0,[H]OOc1c([H])c([H])c(Oc2c([H])c([H])c([H])c(=O)n2C(=O)N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(Oc2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])=C([H])C(=O)C(=O)O[H])c([H])c1[H]
0.0,[H]C([H])=C(OC([H])([H])C([H])([H])N([H])[H])C([H])([H])[C@]([H])(Sc1c(-n2nc([H])nc2[H])c([C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(F)(F)F)c(=O)n([H])c1[H])c1c([H])c([H])nc([H])c1[H]
0.0,[H]OC([H])([H])c1c([H])c([H])c(C([H])([H])c2c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])N(O[C@]([H])(C#N)O[H])C(=O)C([H])=C([H])c3c([H])c([H])c(=O)n([H])c3[H])c([H])c2C([H])([H])C(=O)N([H])N([H])[H])c([H])c1[H]
0.0,[H]c1c([H])c(Cl)c([H])c(C([H])([H])[C@]2([H])C([H])([H])[C@]([H])(Sc3c([H])c(N=C=S)n([H])c(=O)c3[H])C([H])([H])[C@@]2([H])OC([H])([H])[C@@]2([H])C([H])([H])C([H])([H])N([H])C([H])([H])[C@@]2([H])Oc2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c1[H]
0.0,[H]c1c([H])c(N([H])S(=O)(=O)C([H])([H])[H])n([H])c(=O)c1C(=O)N(N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
0.0,[H]c1nc(N([H])[H])c(C([H])([H])C#N)c([H])c1-c1c([H])c(C([H])([H])Sc2c([H])c([H])n([H])c(=O)c2[H])c([H])c(Cl)c1C(=O)c1sc([H])c([H])c1[H]
0.0,[H]ON([H])C(=O)C([H])([H])C([H])([H])c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(c1c([H])c(F)c([H])c(C([H])([H])C([H])([H])C([H])([H])O[H])c1[H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C(O[H])(C([H])([H])[H])C([H])([H])[H]
0.0,[H]ON([H])C(=O)C(=C([H])c1c([H])c(F)c(=O)n(-c2c([H])c([H])c([H])c(C([H])([H])N([H])[H])c2[H])c1[H])[C@@]([H])(c1c([H])c([H])c([H])c2nc([H])c([H])c([H])c12)[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
0.0,[H]Oc1c([H])c([H])c([H])c([C@]2([H])C([H])([H])[C@@]([H])(Sc3c([H])c(N=C=S)n([H])c(=O)c3[H])C([H])([H])[C@@]2([H])C([H])=C2SC(=S)N([H])C2=O)c1[H]
0.0,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])[C@]([H])(c1nc([H])c([H])c([H])c1[H])c1c(N([H])C(=O)N([H])[C@@]([H])(O[H])C([H])([H])[H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
0.0,[H]C(=O)c1c([H])c([H])c(C([H])([H])Sc2c(-c3c([H])c([H])c([H])n3[H])c([H])n(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(=O)c2-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c([H])c1Cl
0.0,[H]C([H])=C([H])[C@@]([H])(O[C@]1([H])OC([H])([H])C([H])([H])N(S(=O)(=O)C([H])([H])n2nc([H])c(-n3c([H])c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H])c3=O)c2[H])C1([H])[H])N([H])C(=O)N([H])[H]
0.0,[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C([H])([H])Oc2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])[H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
0.0,[H]OC(=O)c1c([C@]([H])(c2c(C(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c(=O)n2[H])C(F)(F)P(=O)(O[H])O[H])c(C([H])([H])N([H])C([H])([H])C2([H])C([H])([H])C2([H])[H])nn1[H]
0.0,[H]c1nc(N([H])[C@@]2([H])N(S(=O)(=O)c3c(SN([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c([H])n([H])c3=O)C([H])([H])C([H])([H])OC2([H])[H])sc1[H]
0.0,[H]c1c(SC([H])([H])C([H])([H])OC([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])N([H])C([H])([H])[C@]([H])(C(=O)C([H])([H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(F)(F)F
0.0,[H]c1sc([H])c(-c2c(C(=O)c3c([H])c([H])c(C([H])([H])Sc4c([H])c(N([H])C([H])([H])C([H])([H])OC([H])([H])N([H])C(=O)C([H])([H])[H])n([H])c(=O)c4[H])c([H])c3Cl)sc([H])c2[H])c1[H]
0.0,[H]O[C@]([H])(c1c([H])c([H])c([H])c(N([H])C([H])([H])[C@@]([H])(C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])c2sc([H])c([H])c2[H])c1[H])n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])S(=O)(=O)N([H])[H])c1=O
0.0,[H]O[C@]1([H])C([H])([H])N(c2c([H])c(N([H])c3c(S[H])c([H])c(=O)n([H])c3N=C=S)c([H])c([H])c2OC([H])([H])C([H])([H])n2c(-c3c([H])c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])nc([H])c2[H])C([H])([H])C([H])([H])C1([H])[H]
0.0,[H]Oc1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(C([H])([H])c3c(N4C(=O)C(N([H])C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])OC([H])([H])[H])C4=O)c(S[H])c([H])c(=O)n3[H])c([H])c2[H])c([H])c1[H]
0.0,[H]Oc1c([H])c([H])c(Oc2c([H])c([H])c(-c3c([H])nc(N([H])[H])nc3[H])c(=O)n2C(=O)N([H])[C@]2([H])[C@@]([H])(P(=O)(O[H])O[H])C([H])([H])C([H])([H])[C@@]2([H])n2nc([H])nc2[H])c([H])c1[H]
0.0,[H]OC([H])([H])[C@]([H])(OSc1c([H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1N(C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
0.0,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n(-c2nc3c([H])c([H])c([H])c([H])c3c([H])c2-c2c([H])c([H])c(Br)c([H])c2C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H])N([H])C([H])([H])[H]
0.0,[H]OC([H])([H])C([H])([H])[C@@]([H])(N(OC([H])([H])C#N)C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1[H])S(=O)(=O)N(C([H])([H])[H])C([H])([H])c1c([H])nc(N([H])[H])c(N([H])C(=O)c2c([H])c([H])nc([H])c2[H])c1[H]
0.0,[H]OC([H])([H])n1c(C(=O)C(F)(F)F)c([H])c(S[H])c(OC([H])([H])[C@@]([H])(OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2[H])c1=O
0.0,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1[C@]([H])(O[H])c1c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c(-c2c([H])c([H])c(C#N)c([H])c2[H])c1[H])C([H])([H])C([H])([H])C([H])([H])O[H]
0.0,[H]Sc1c([H])c([C@]2([H])C([H])([H])[C@@]2([H])N([H])[H])n([H])c(=O)c1OC([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
0.0,[H]c1nn(N([H])N([H])C(=O)c2c(S[C@@]3([H])C([H])([H])[C@@]3([H])C(=O)c3c([H])c([H])c(F)c([H])c3[H])c([H])c([H])n(-c3nnn([H])n3)c2=O)c([H])c1[H]
0.0,[H]N=[N+]=N[C@]([H])(C([H])([H])O[H])C1(c2c([H])c(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c([H])n([H])c2=O)C([H])([H])C1([H])[H]
0.0,[H]c1nn(C([H])([H])C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]2([H])N(S(=O)(=O)c3c(SN([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c([H])n([H])c3=O)C([H])([H])C([H])([H])OC2([H])[H])c1[H]
0.0,[H]c1oc([C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])N([H])C(=O)n2c([H])c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2=O)c([C@@]2([H])C([H])([H])[C@]2([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
0.0,[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])[H])C([H])([H])[C@]([H])(c2c([H])c([H])c([H])c([H])c2[H])N([H])C([H])([H])C([H])([H])OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2[H])c([H])c1[H]
0.0,[H]C#CC([H])([H])[C@]([H])(OC(=O)N([H])Sc1c([H])c([H])n([H])c(=O)c1S(=O)(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])OC([H])([H])C([H])([H])C([H])([H])[C@@]1([H])OC([H])([H])C([H])([H])C1([H])[H]
0.0,[H]Sc1c(N2C([H])([H])C([H])([H])[C@@]2([H])c2nc3c([H])c(C(=O)C(F)(F)F)c([H])c([H])c3c([H])c2[H])c([H])n([H])c(=O)c1[H]
0.0,[H]Sc1c(N(C(=O)c2c([H])c([H])c(OC([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2[H])C([H])([H])[C@@]([H])(C([H])([H])Cl)C([H])(C([H])([H])[H])C([H])([H])[H])c([H])n([H])c(=O)c1[H]
0.0,[H]OC([H])([H])[C@](C([H])([H])[H])(C([H])([H])[C@]([H])(N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(c1nc([H])c([H])c([H])c1C(F)(F)F)[C@](c1c([H])c([H])c([H])n([H])c1=O)(C([H])(F)F)C([H])([H])C([H])([H])C([H])([H])N([H])[H]
0.0,[H]c1nc(N(Sc2c([H])c([H])n([H])c(=O)c2[H])C(=O)OC([H])([H])C([H])([H])N([H])C([H])([H])c2sc([H])c([H])c2Cl)c([H])c([H])c1F
0.0,[H]c1c([H])c([H])c(C([H])([H])N([H])C([H])([H])[C@]([H])(OC(=O)N([H])Sc2c(Cl)c([H])n([H])c(=O)c2[H])N([H])C([H])([H])[H])c([H])c1[H]
0.0,[H]ON(C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])[H])[C@@]([H])(c2c([H])c([H])c([H])c(C([H])([H])c3c([H])c4c([H])c([H])c([H])c([H])c4n3[H])c2[H])C1([H])[H])N([H])C(=S)N([H])c1c([H])c([H])c([H])c([H])c1[H]
0.0,[H]OC(=O)C(=O)C([H])=C(O[H])[C@]([H])(Sc1c([H])c([H])n([H])c(=O)c1-c1c([H])nn([H])c1[H])c1c([H])c(Cl)c([H])c(N([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O[H])c1[H]
0.0,[H]c1nc([C@]([H])(c2c([H])nn(C([H])([H])[H])c2[H])[C@@]([H])(C([H])([H])C(F)(F)F)[C@@]([H])(c2c([H])c(SC([H])([H])C([H])([H])[H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c(C([H])([H])c2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])c1[H]
