cnnaffinity,Smiles
0.0,[H]c1nc([H])c(C([H])([H])c2c(-c3c(C([H])([H])[C@]([H])(OC([H])([H])[H])N([H])C(=O)C([H])([H])[H])c([H])c([H])c(=O)n3C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([H])c([H])c2N([H])C(=O)C([H])([H])[H])c([H])c1[H]
0.0,[H]C([H])=C([H])[C@]([H])(OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c(C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])n(N([H])c2nc([H])c([H])c([H])c2[H])c1=O)C([H])([H])c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H]
0.0,[H]Oc1c([H])c(Cl)c([H])c([H])c1O[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(N([H])N(C(=O)c1c(S[H])c([H])c([H])n([H])c1=O)N([H])S(=O)(=O)C([H])([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
0.0,[H]OC(=O)c1c([H])c([H])c([H])c(Sc2c(N([H])c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c(N=C=S)n([H])c(=O)c2-c2c([H])c([H])c([H])c3nc([H])c([H])c([H])c23)c1[H]
0.0,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])n1c([H])c([H])c([H])c([C@]([H])(C([H])([H])C([H])([H])c2c([H])c([H])c(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(C(F)(F)F)c2C([H])([H])C2([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c1=O
0.0,[H]Sc1c(N(C(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])n3nc(OC([H])([H])[H])oc3=O)c2[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])n(Oc2c([H])nc([H])c([H])c2[H])c(=O)c1[H]
0.0,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1[C@@]([H])(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])[H])C([H])([H])N(C([H])([H])c2c(F)c([H])c([H])c([H])c2F)C([H])([H])[C@@]1([H])c1c([H])c([H])nc(C([H])([H])[H])c1[H]
0.0,[H]Oc1c([H])c(-c2c(S[H])c(-c3c([H])c([H])c([H])c(N([H])[H])c3[H])c(N=C=S)n(OC([H])([H])[C@]3([H])C([H])([H])[C@@]3([H])C(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c2=O)c([H])c(O[H])c1[N+](=O)[O-]
0.0,[H]OC(c1c(-c2c(S[H])c(-c3c([H])c([H])c(Cl)c(Cl)c3[H])c(N=C=S)n([H])c2=O)c([H])c2c(N([H])C([H])([H])C([H])([H])[H])c([H])n([H])c2c1[H])(C([H])([H])[H])C([H])([H])[H]
0.0,[H]Sc1c([H])c([H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[C@@]2([H])O[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])(c3nc([H])c([H])c([H])c3[H])[C@@]2([H])C([H])([H])C2([H])C([H])([H])C2([H])[H])c(=O)c1[H]
0.0,[H]O[C@](C#Cc1nc([H])c([H])c([H])c1[H])(c1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C([H])([H])OSc1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])[H]
0.0,[H]OC(=O)C(O[H])=C([H])C(=O)[C@]([H])(C([H])([H])c1c([H])c(F)c([H])c(C([H])([H])C([H])([H])C([H])([H])O[H])c1[H])[C@@]([H])(c1c(-c2c([H])nc([H])c([H])c2[H])c(-c2nc([H])c([H])c([H])c2C([H])([H])[H])c([H])n([H])c1=O)C([H])([H])[H]
0.0,[H]c1c([H])c([H])c(N([H])c2c([H])c(C(=O)N([H])[C@]([H])(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]3([H])N3C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C([H])([H])c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])[C@]([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H])c(=O)n([H])c2[H])c(C(=O)N([H])[H])c1[H]
0.0,[H]c1nc(N([H])n2c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])N(C(=O)C([H])([H])N([H])c4c([H])c([H])c(OC([H])([H])[H])c([H])c4[H])[C@]([H])(C(=O)N([H])c4c([H])c([H])c(Cl)c([H])c4[H])C3([H])[H])c2=O)c([H])c([H])c1[H]
0.0,[H]ON([H])C(=O)C(=C([H])c1c(N2C(=O)C([H])=C([C@@]3([H])OC([H])([H])C([H])([H])C3([H])[H])C2=O)c(Oc2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c(=O)n([H])c1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
0.0,[H]OC(=O)c1c([H])c([H])c([C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])N([H])C(=O)c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])c2nc([H])c([H])n2C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1-c1c([H])c([H])c([H])c(C(=O)N([H])[H])c1[H]
0.0,[H]O[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c2c([H])c(C([H])([H])C#CSc3c([H])c([H])n(-c4nnn([H])n4)c(=O)c3C(=O)N([H])N([H])n3nc([H])c([H])c3[H])c([H])c([H])c2c1[H]
0.0,[H]c1c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([H])c1N(C(=O)[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(c2nn([H])c([H])c2[H])[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H])N([H])[C@]1([H])C([H])([H])OC([H])([H])C1([H])[H]
0.0,[H]c1c([H])c(C([H])([H])Sc2c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n2[H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])[C@]2([H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c1[H]
0.0,[H]O[P@@](=O)(Oc1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)C([H])([H])c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c2nc([H])c([H])c(N([H])c3c([H])c([H])c([H])c([H])c3[H])c12
0.0,[H]c1c([H])c([H])c(C([H])([H])Oc2c(Cl)c([H])c(-c3c([H])c([H])c([H])c(C#N)c3[H])c([H])c2C([H])([H])Sc2c(N3C([H])([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C3([H])[H])c([H])n([H])c(=O)c2[H])c([H])c1[H]
0.0,[H]c1nc(N([H])[H])nc(C([H])([H])[C@]([H])(c2c([H])c(C([H])([H])N([H])[H])c([H])n([H])c2=O)C([H])([H])C([H])([H])c2c([C@@]3([H])C([H])([H])[C@@]3([H])N([H])[H])c([H])c([H])c3c([H])c([H])c([H])nc23)c1[H]
0.0,[H]c1nc([H])c(-c2c([H])c([H])c([H])c3sc(-c4c(C([H])([H])N5C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C5([H])[H])c([H])c([H])n(-c5c([H])oc([H])c5[H])c4=O)c([H])c23)c([H])c1[H]
0.0,[H]c1nn(N([H])N([H])C(=O)c2c(Sc3c([H])c([H])c(F)c([H])c3F)c(-c3c([H])c([H])c(N([H])[H])c([H])c3[H])c([H])n(-c3nnn([H])n3)c2=O)c([H])c1[H]
0.0,[H]O[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])[C@]1([H])[C@]([H])(c2c([H])oc([H])c2[H])[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c(-c2c([H])c([H])c([H])c3c([H])c([H])c([H])nc23)c([H])n([H])c1=O)C([H])([H])[H]
0.0,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n(-c2c([H])c([H])c(OC([H])([H])C([H])=C([H])[H])c([H])c2[H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])c2oc([H])c([H])c2[H])[C@]([H])(c2c([H])c([H])c(C#N)c([H])c2[H])C1([H])[H]
0.0,[H]Sc1c(N([H])C(=O)c2c(N([H])c3c([H])c([H])c([H])c([H])c3C(=O)N([H])[H])c([H])c(OC([H])([H])[H])c([H])c2C([H])([H])c2nc([H])c([H])c([H])c2[H])c([H])n([H])c(=O)c1[H]
0.0,[H]c1nc([H])c([H])c(N([H])C(=O)[C@@]2([H])C([H])([H])[C@@]([H])([C@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])[C@]([H])(Sc3c([H])c(N=C=S)n([H])c(=O)c3-n3c([H])c([H])c([H])c3[H])C2([H])[H])c1[H]
0.0,[H]c1nc([H])c([C@@]([H])(c2c([H])c([H])c(O[C@@]([H])(C([H])([H])[H])C([H])([H])c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])c([H])c2[H])N([H])N([H])S(=O)(=O)c2c([H])c([H])c(-c3c([H])c([H])c([H])n([H])c3=O)c([H])c2[H])c([H])c1[H]
0.0,[H]C#CC([H])([H])OC1=C([H])C(=O)N(n2c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c3c([C@@]4([H])C([H])([H])[C@@]4([H])N([H])[H])c([H])c([H])c4c([H])c([H])c([H])nc34)c2=O)C1=O
0.0,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(C([H])([H])SC([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([N+](=O)[O-])n([H])c2=O)C([H])([H])c2nc([H])c([H])n2C([H])([H])[H])c1[H]
0.0,[H]SC([H])([H])[C@]([H])(c1nc([H])c([H])c([H])c1[H])c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])OC([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])C(=O)OC(=O)N([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])c1c([H])c([H])c(F)c([H])c1[H]
0.0,[H]c1c([H])c(C(=O)N([H])c2c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c2-c2c([H])c(-c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3[H])c(=O)n(SC([H])([H])[H])c2[H])c([H])c([H])c1OC([H])([H])[H]
0.0,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])c2oc([H])c([H])c2[H])[C@@]([H])(c2nc(N([H])c3c([H])c([H])c(F)c([H])c3[H])c([H])c([H])c2C([H])([H])[H])C1([H])[H]
0.0,[H]ON=C([H])C([H])([H])n1nc(-n2c([H])c([H])c([H])c(-c3c([H])c([H])c(S(=O)(=O)N([H])N([H])C([H])([H])c4c([H])nc([H])c([H])c4[H])c([H])c3[H])c2=O)c([H])c1[H]
0.0,[H]c1c([H])c([H])n(-c2c(OS(=O)(=O)N([H])[H])nn(C([H])([H])[H])c2[H])c(=O)c1[C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
0.0,[H]c1c([H])c([H])c(O[C@]([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])OSc2c(-c3c([H])c(Cl)c([H])c(Cl)c3[H])c([H])n(-c3nnn([H])n3)c(=O)c2C(=O)N([H])N([H])[H])c([H])c1[H]
0.0,[H]ON([H])C(=O)N(c1c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(N([H])C([H])([H])[H])C([H])([H])[H])c(=O)n(N([H])c2nc([H])c([H])s2)c1[H])[C@@]1([H])C([H])([H])[C@@]([H])(c2c([H])nn([H])c2[H])C([H])([H])[C@@]1([H])c1c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c1[H]
0.0,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n(N([H])C(=O)C([H])=C([H])[H])c1[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(c1nc([H])c([H])c([H])c1C(F)(F)F)C([H])([H])S(=O)(=O)C([H])([H])[H]
0.0,[H]c1nc(C([H])([H])c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])c2nn([H])c([H])c2[H])C([H])([H])C([H])([H])c2c([H])c([H])c(Cl)c(Cl)c2[H])c([H])c([H])c1[H]
0.0,[H]c1nc(C([H])([H])C([H])([H])[C@@]([H])(c2c(N([H])[C@]([H])(n3c([H])c([H])c(SC([H])([H])c4c([H])c([H])c([H])c([H])c4[H])c3[H])C([H])([H])[H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c(C(F)(F)F)c([H])c1[H]
0.0,[H]ON([H])C(=O)C(=C(c1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c(=O)n([H])c1[H])N([H])C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])[C@@]([H])(c1nc([H])c(F)c([H])c1[H])C([H])([H])[H]
0.0,[H]c1nc([H])c([C@@]([H])(OC([H])([H])[C@@]([H])(N([H])C([H])([H])C([H])([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([C@]([H])(OC(=O)N([H])C([H])([H])[H])c3c([H])c([H])c([H])c([H])c3[H])c2=O)C([H])([H])C([H])([H])C([H])([H])[H])c2c([H])c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c2[H])c([H])c1[H]
0.0,[H]C1=C(O[C@]([H])(C([H])([H])F)C([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])C(=O)N(c2c(Sc3c([H])c([H])nc(OC([H])([H])[H])c3[H])c([H])c(=O)n(C(=O)C([H])([H])C([H])([H])[H])c2[H])C1=O
0.0,[H]c1nc(C([H])([H])[C@@]([H])(C([H])([H])C(F)(F)F)[C@@]([H])(c2c([H])c(SC([H])([H])C([H])([H])[H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c(C([H])([H])c2c([H])c([H])c([H])c(OC(F)(F)F)c2[H])c1[H]
0.0,[H]c1nc(C([H])([H])[C@@]([H])(C([H])([H])C(F)(F)F)[C@@]([H])(c2c([H])c(SC([H])([H])C([H])([H])[H])c([H])n([H])c2=O)C([H])([H])[H])c(O[C@]([H])(C([H])([H])[H])C([H])([H])n2c([H])nc([H])c2[H])c(C([H])([H])[H])c1[H]
0.0,[H]c1nc([C@]([H])(c2c([H])c([H])n(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c(=O)c2[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])S(=O)(=O)N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])c([H])c([H])c1[H]
0.0,[H]C([H])=C([H])C(=O)N([H])C([H])([H])[C@@]([H])(c1sc([H])c([H])c1[H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])c1c([H])c([H])c([H])c(C(=O)N([H])[H])c1[H]
0.0,[H]c1nc([H])c(C([H])([H])OC([H])([H])C([H])([H])[C@@]([H])(c2c(-c3nc4c([H])c([H])c([H])c([H])c4n3[H])c([H])c([H])n([C@]([H])(OC(=O)N([H])C([H])([H])[H])c3c([H])c([H])c([H])c([H])c3[H])c2=O)C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
0.0,[H]Sc1c(N(C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])n(Oc2c([H])nc(C(=O)N([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])c([H])c2[H])c(=O)c1[H]
0.0,[H]OC1(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])[C@]([H])(c3nc4c([H])c([H])c([H])c([H])c4o3)C2([H])[H])C([H])([H])C([H])([H])N(c2c(S[H])c([H])c(=O)n(C([H])([H])c3nc([H])n([H])c3[H])c2N=C=S)C([H])([H])C1([H])[H]
0.0,[H]ON([H])C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n(-c2nc3c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c3c([H])c2N(C([H])([H])C([H])([H])[H])[C@]([H])(c2c([H])c([H])c([H])c3c([H])c([H])c([H])nc23)C([H])([H])[H])c1Br
0.0,[H]ON([H])C(=O)C(=C([H])c1c(N2C(=O)C([H])=C(N([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])C2=O)c([H])c(=O)n([H])c1[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])c1c([H])nc(N([H])[H])nc1[H]
0.0,[H]c1c([H])c(C#N)c([H])c(-c2c([H])c(C([H])([H])Sc3c(-c4c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c4[H])c([H])n([H])c(=O)c3[H])c([H])c(Cl)c2N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
0.0,[H]c1nc(C(F)(F)F)c([H])c([H])c1[C@@]([H])(ON(C(=O)n1c(C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1=O)C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
0.0,[H]c1oc(C(=O)N([H])c2c(Cl)c(C(=O)c3sc([H])c([H])c3[H])c([H])c([H])c2[C@]([H])(F)Sc2c([H])c(N([H])C([H])([H])C([H])([H])OC([H])([H])[H])n([H])c(=O)c2[H])c([H])c1[H]
0.0,[H]c1nc(C#CC([H])([H])C(=O)[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])N(C(=O)n2c([H])c([H])c([H])c([H])c2=O)S(=O)(=O)N2C([H])([H])C([H])([H])O[C@@]([H])(c3nc([H])c(C(F)(F)F)c([H])c3[H])C2([H])[H])c([H])c([H])c1[H]
0.0,[H]Sc1c(-c2c([H])c(OC([H])([H])c3c([H])c([H])nc([H])c3[H])c([H])c(N([H])C(=O)N([H])[H])c2[H])c(N=C=S)n([H])c(=O)c1[C@]([H])(N([H])[H])[C@@]([H])(c1c([H])nn([H])c1[H])C([H])([H])F
0.0,[H]c1nc([C@@](c2c([H])nc(C([H])([H])[H])c([H])c2[H])(C2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])[C@@]([H])(C([H])([H])C(F)(F)F)[C@@]([H])(c2c([H])c(SC([H])([H])C([H])([H])[H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H]
0.0,[H]Sc1c([H])c([H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[C@@]2([H])c2c([H])c([H])c(C#N)c(-c3c([H])c([H])c(F)c([H])c3C3=C([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c2[H])c(=O)c1[H]
0.0,[H]c1c([H])c([H])c(C([H])([H])OC(=O)c2c(Cl)c([H])c(Cl)c([H])c2C([H])([H])[C@@]([H])(C([H])([H])C(F)(F)F)[C@@]([H])(c2c([H])c(SC([H])([H])C([H])([H])[H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c1[H]
0.0,[H]ON([H])C(=O)C([H])=C([H])c1c(C([H])([H])C(=O)N([H])C([H])([H])[H])c([H])c(=O)n(-c2nc3c([H])c([H])c([H])c([H])c3c([C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])c2C([H])([H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c1[H]
0.0,[H]c1oc(C(=O)N([H])[C@@]([H])(c2c([H])c(C([H])([H])C3([H])C([H])([H])C3([H])[H])c(=O)n([H])c2[H])N([H])C([H])([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])([H])[H])c([H])c([H])c2Cl)c([H])c1-c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c1[H]
0.0,[H]c1nc(C(F)(F)F)c(C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1C([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])N([H])C(=O)n1c([H])c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])[H])c1=O
0.0,[H]ON([H])C(=O)C([H])=C(c1nn(C([H])([H])[H])c([H])c1[H])c1c([H])c([H])c(=O)n(-c2nc3c([H])c([H])c([H])c([H])c3c(-c3c([H])nc(Cl)c([H])c3[H])c2[H])c1-c1c([H])c([H])c(Br)c([H])c1[H]
0.0,[H]c1sc(C(=O)c2c(Cl)c([H])c(C([H])([H])Sc3c([H])c([H])n([H])c(=O)c3[H])c([H])c2[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1C([H])([H])C(F)(F)F
0.0,[H]c1c([H])c(-c2c(Sc3c([H])c(N4C(=O)C([H])([H])C([H])([H])C4([H])[H])c([H])c(Cl)c3Cl)c([H])c(=O)n([H])c2N=C=S)c([H])c(Cl)c1Cl
0.0,[H]c1sc(N([H])n2c([H])c(N([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C4([H])C([H])([H])C4([H])[H])[C@]3([H])c3nnc(C([H])([H])[H])o3)c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c2=O)nc1C([H])([H])C([H])([H])C([H])([H])[H]
0.0,[H]OC([H])([H])C([H])([H])N([H])C([H])([H])[C@@]([H])(C#CSc1c([H])c([H])n(-c2nnn([H])n2)c(=O)c1C(=O)N([H])N([H])n1nc([H])c([H])c1[H])c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H]
0.0,[H]SC([H])([H])c1c([H])c([H])c([C@@]([H])(C([H])([H])[H])[C@@]([H])(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c(Cl)c(C([H])([H])C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c2[H])c(=O)n1N([H])c1nc([H])c([H])c([H])c1[H]
0.0,[H]N=C(N([H])[H])C([H])([H])[C@]([H])(c1c(-c2nc(C(F)(F)F)c([H])c([H])c2[H])c([H])c([H])n([H])c1=O)C([H])([H])[C@]([H])(c1c([H])c([H])c([H])c(F)c1[H])c1c([H])c([H])nn1C([H])([H])[H]
0.0,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n(-c2c([H])nc(N([H])[H])nc2OC(=O)C([H])([H])[H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])c2oc([H])c([H])c2[H])[C@@]([H])(C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])C1([H])[H]
0.0,[H]C([H])=C([H])C([H])([H])On1c(N=C=S)c(-c2c([H])c([H])c(Cl)c(Cl)c2[H])c(Sc2c([H])c([H])c([H])c(Cl)c2Cl)c([H])c1=O
0.0,[H]c1c([H])c([H])c(-c2c([H])c([H])c(N3C([H])([H])C([H])([H])N(C([H])([H])n4c([H])c([H])c(N([H])C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])C(=O)N([H])C([H])([H])c5c([H])c([H])c([H])c([H])c5[H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c4=O)C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H]
0.0,[H]c1nc(C([H])([H])c2c(-c3c([H])c([H])c(C(=O)N([H])[H])c(-c4c([H])c([H])c5c([H])c([H])n([H])c5c4[H])c3[H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])C([H])([H])C#N)C([H])([H])C([H])([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1[H]
0.0,[H]OC([H])([H])C([H])([H])ON(c1c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n([H])c1SC([H])([H])c1c([H])c([H])c([H])c([H])c1[H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])c1nc([H])c(C([H])([H])[H])c([H])c1[H]
0.0,[H]Sc1c([H])c([H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c(C([H])([H])F)c([H])c3[C@@]2([H])O[C@]2([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)N([H])c3c([H])c([H])c(Cl)c([H])c3[H])C2([H])[H])c(=O)c1-c1c([H])c2c([H])c([H])c([H])c([H])c2n1[H]
0.0,[H]c1nnc([H])c(-n2c([H])c(C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c(-n3c([H])nc([H])c3-c3c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c2=O)c1[H]
0.0,[H]O[C@@]([H])(n1c(O[C@]([H])(c2c([H])c([H])nc([H])c2[H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])nc23)nc([H])c1[H])C([H])([H])OSc1c(Cl)c([H])n([H])c(=O)c1C(=O)N([H])N([H])N([H])[H]
0.0,[H]c1nc(C([H])([H])[C@]([H])(c2c(SC(F)(F)F)c([H])c([H])n([H])c2=O)C([H])([H])C([H])([H])N([H])S(=O)(=O)c2c([H])c([H])c([H])c(-c3c([H])sc([H])c3[H])c2[H])n(C([H])([H])[H])c1[H]
0.0,[H]c1sc(C(=O)c2c([H])c(N([H])S(=O)(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c(C([H])([H])Sc3c([H])c([H])n([H])c(=O)c3N([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c2Cl)c([H])c1[H]
0.0,[H]ON([H])C(=O)C([H])([H])Sc1sc(N([H])n2c([H])c(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C([H])([H])[H])c2=O)nc1[H]
0.0,[H]c1c([H])c(Sc2c([H])c([H])n(N3C([H])([H])c4c([H])c([H])c([H])c([H])c4[C@@]([H])(C(=O)N([H])[H])C3([H])[H])c(=O)c2-c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)c([H])c(N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c1[H]
0.0,[H]O[C@@]([H])(C([H])([H])C([H])([H])N(OC([H])([H])C#N)C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])c1c([H])c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])[C@@]2([H])N([H])C(=O)N([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
